name,type
Theppampatti,GPE
HSC,ORG
Thadapalli,ORG
Rajendra Prasad Central Agricultural University,ORG
the state assembly polls,ORG
Gopal,PERSON
Sarabjit Singh,PERSON
Girnar,GPE
Farmers Produce Trade and Commerce (Promotion and Facilitation,ORG
Moody’s,ORG
raha hun,PERSON
MGNREGA ki ab utni jarurat,PERSON
Gopalakrishna Dwivedi,PERSON
Balwant Singh,PERSON
Avinash Singh,PERSON
Saban Bazaar Association,ORG
Justice N Tukaramji,ORG
Ch Tirupathi,PERSON
BJP Kisan,ORG
Vijay Simha Reddy,PERSON
Krishnan Venugopal,PERSON
the Dharna Chowk,ORG
energy department,ORG
Asifabad,GPE
Ram Mandir,PERSON
Priva,ORG
Coimbatore Corporation Contractors’ Welfare Association,ORG
Govardhan-Barsana,PERSON
Majgaon,PERSON
Bichpuri,GPE
Pasha Patel,PERSON
Jayesh Chamar,PERSON
The Central Market Merchants’ Association,ORG
Pawan Devi,PERSON
Palanganatham,PERSON
Mamidi Beeraiah,PERSON
Agra,PERSON
Pilibhit-Basti NH,ORG
Kethireddypally,ORG
Naveen,PERSON
mer,PERSON
Harshvardhan Jadhav,PERSON
C Church Street,ORG
Madhya Pradesh,ORG
P Binu,ORG
Mahatma Phule,PERSON
Sanguem,GPE
Kisan Rails,PERSON
the Forest Survey of India,ORG
Purba,GPE
Jethwa,PERSON
Monu,PERSON
Jayalal,ORG
IPL,ORG
Dabbahalli village,GPE
Brijesh Kumar,PERSON
Nambukuzhi,GPE
Sikkim,ORG
Ch Srinivasulu,PERSON
Pushkar,PERSON
Pratap Singh Bajwa,PERSON
Jeevanantham,PERSON
Reversible Ploughs,PERSON
Rameshchandra Lahoti,PERSON
covid-19,PERSON
Union,GPE
M S Sonak,PERSON
Pradhan Mantri Kisan Samman Nidhi,ORG
West Bangal,GPE
Kirori Lal Meena,PERSON
Sama,ORG
the ministry of road transport,ORG
Tulsiram,PERSON
Kothagudem-Bhadradri,ORG
Accused Hardik Patel,PERSON
Ashok Candolkar,PERSON
Thimmangudi,ORG
Majestic,GPE
Ramganj Mandi,ORG
Nachipalayam,PERSON
Pradhan Mantri Fasal,PERSON
the Janaki Express,ORG
Saidpur,GPE
Hirjibhai Rathod,PERSON
Rae Bareli,PERSON
Digambar Chavan,PERSON
Sultanganj,PERSON
Kankerkhera,GPE
Besuru Primary Agriculture Cooperative Society,ORG
Prashanth Patil,PERSON
NHRC,ORG
Kumar Reddy,PERSON
Kharkhari Nahar,PERSON
Kolkata,PERSON
Vijayamangalam,GPE
SP Ganga Ram Punia,ORG
Bahadurgarh 343,ORG
Dotasra,ORG
Gross Value Added,ORG
"Chharra, Thakur Rakesh Singh",ORG
Bijender Singh,PERSON
Pauri,GPE
Sada Bainamas,PERSON
Kuraji,PERSON
Astik Kumar Pandey,PERSON
Piloda,GPE
Maharashtra CM Prithviraj Chavan,ORG
Asarpur village,GPE
The High Commission of India,ORG
Adarsh Nagar,PERSON
N Rajeshwar Rao,PERSON
Rajesh Singh,PERSON
the skill development department,ORG
Jagmohan Singh,PERSON
Maharashtra government’s,ORG
Sathyamangalam,ORG
Rangapur in Pebbair Mandal,ORG
Goa Velha,PERSON
Nainwa,GPE
NISHAD,ORG
Arjun Rathod,PERSON
Chinhat,ORG
The Goa Agricultural Tenancy,ORG
Puzhuthikuttai,GPE
P K Chhuneja,ORG
Srikakulam Speaking,GPE
John Paul II,PERSON
Sidhu,PERSON
The Spices Board,ORG
All Farmers Association’s Coordination Committee,ORG
Diwakar Srivastava,PERSON
the Rajolibanda Diversion Scheme,ORG
Chandigarh Press Club,ORG
Soumya,PERSON
Manchal and Ibrahimpatnam,ORG
WBCERC,ORG
Farmana,GPE
Shana Vankiya,PERSON
Capt Sandeep,PERSON
K Kunjan,PERSON
Capital Development Authority,ORG
Lakhimpur Kheri ’s,ORG
the Tamil Nadu Agricultural University’s,ORG
Rajesh Bankar,PERSON
Pandavapura,GPE
Mubharak,PERSON
Pramod Waman,PERSON
DMK MLA P Moorthy,ORG
CIU,ORG
Agriculture Produce Market Committees,ORG
National spokesperson Rakesh Tikait,ORG
College of Horticulture and Forestry,ORG
Ramji Lal Suman,PERSON
Kuldeep Pandey,PERSON
Rohani-Harjipur,ORG
Avudaiyarkoil,GPE
CM,ORG
Keelaiyur,PERSON
Gada,PERSON
National South Indi,ORG
the Western Region Load Dispatch Centre,ORG
Chhabra,ORG
Kishore,PERSON
Tuni,GPE
Ram Vinod Singh,PERSON
Buta Singh,PERSON
Bhudakisani,GPE
Kanu Solanki,PERSON
Rampal Singh,PERSON
"Rs2,617",GPE
desi apps,PERSON
Pardeep Sabharwal,PERSON
MTYS,PERSON
Low-Level Canal,ORG
Icrisat,ORG
Badnawar,GPE
Palwal and Hodal,ORG
Mitraniketan,GPE
All-India Kisan,ORG
Kabisthalam,GPE
Mohite,ORG
Koyilvazhi,GPE
Bhikha Madhak,PERSON
Karnataka State Federation of Petroleum Dealers,ORG
Lok Bandhu,PERSON
Rashtriya Loktantrik Party,ORG
Rohtak-Jhajjar-Delhi,ORG
Uttar Pradesh Power Corporation Limited,ORG
Jalandhar,PERSON
"Palayakottai, Thiruvalanchuzhi",PERSON
Kanwar Pal Gujjar,PERSON
Thennagamani,ORG
Sriram Patil,PERSON
Jai Jawan,PERSON
Godda,PERSON
Baghel,PERSON
Nityanand Rai,ORG
Bhiwandi,GPE
Ekta-Sidhupur,ORG
Chintala Govinda Rajulu,PERSON
Geetharani,ORG
PDS,ORG
Kanpur Dehat,PERSON
RCR Community College of Agriculture,ORG
National Highway 3,ORG
Singh Chahar,GPE
Terai Kisan Sabha,PERSON
Bihar Rajya Beej Nigam Limited,ORG
PMFBY,ORG
Somashekhar Nyamagouda,PERSON
Nadukkara Agro Processing Company,ORG
Suresh Kauth,PERSON
Dungarpur,GPE
Manjalaru,ORG
Makhan Sing,PERSON
ref,ORG
ADO,ORG
The Ahmedabad Municipal Corporation,ORG
Cherthala,GPE
Jair Bolsonaro,PERSON
M Palanisamy,PERSON
Prajal Sakhardande,ORG
Sathagudi,GPE
Kanagaraj,ORG
Gurpreet Singh Noorpur,GPE
Osmanabad,PERSON
Arun Bhardwaj,PERSON
Chhodvadi village,GPE
Narendra Wadhavane,PERSON
MLA Madan Yerawar,PERSON
Rajveer Lavaniya,ORG
Goa State,PERSON
Garhwal,ORG
Adhir Ranjan Chowdhury,PERSON
Mahal Kalan,ORG
n’t arise,GPE
Hemant Nagrale,PERSON
Nirmala Sithraman,PERSON
Narela,GPE
FYJC,GPE
nagari,PERSON
Sunday Times,ORG
Mahila Morcha,PERSON
Finance,ORG
Munda Pandey,ORG
Vivek Sonawane,PERSON
Umesh Yadav,PERSON
Kharif 2020 season,ORG
Porto Nova,PERSON
Dharmendra,PERSON
cashew nut cotyledons,ORG
Sanjeev Balyan,PERSON
B G Shekhar Patil,PERSON
Tirunelveli,ORG
Swapnil Sukhtankar,PERSON
MCC,ORG
Fatehgarh Bhadla Transmission Limited,ORG
Amritsar-Dehradun-Amritsar Express,ORG
Aswaraopet,ORG
Sanjibani Nursing Home,ORG
Chalode,ORG
Bambolim,ORG
Kambalakkad,GPE
Prahar Janshakti Party,ORG
Pandanad,ORG
Khushbirsingh Chandol,PERSON
custard apple,PERSON
Didhu,PERSON
Khalistan Zindabad Force,ORG
Mubarakpur,ORG
Bharat Khamar,PERSON
R Harital,ORG
Somkuwar,ORG
"Mulgao, Shirgao",ORG
Peter John,PERSON
Meerut,GPE
Makkal Kalai Ilakkiya Kazhagam,ORG
Lalu Yadav,PERSON
Delhi-Katra Expressway Kisan Sangharsh Committee,ORG
Trimurti Chowk,ORG
Dr S Aneesh Sekhar,PERSON
Shiromani Gurdwara Parbandhak Committee,PERSON
Mahanagara Palike,PERSON
Peddireddy Ramreddy,PERSON
Vedike,PERSON
Firoj Khan,PERSON
Paud,PERSON
Parveen Kamboj’s,ORG
Tehroli,GPE
Atmanirbhar Shetkar,PERSON
Sangod,PERSON
Ultimate Thousand Petal,ORG
Latehar SP Prashant Anand,PERSON
National Institute of High Security Animal Diseases,ORG
Khanna,GPE
Amaravati,ORG
Kona Sasidhar,PERSON
364A,ORG
Avdhoot Mudhol,PERSON
Bichkunda,PERSON
the Protection of Plant Variety and Farmers’ Rights Act,ORG
Kumthol,ORG
Alpana Joshi,PERSON
Kailash Kher,PERSON
Delhi Sikh,PERSON
Gudwale,GPE
Icrisat for its Tropical Legumes Projects,ORG
Harish Rao,PERSON
Niti Aayog,ORG
Sircilla,ORG
Kajri,GPE
Fatahabad,PERSON
Irani,ORG
Goyangane,GPE
Hanumant Shelke,PERSON
Mashal julus,PERSON
Chemra Labdaha,ORG
Amaravati Parirakshana Joint Action Committee,ORG
pro-Iran,GPE
FAO,ORG
Pargi Faliya,ORG
Dasna,PERSON
Samarthas Farmer Market,ORG
Tafcorn,ORG
"happen,”Raman",PERSON
YouTube,ORG
Babbar Khalsa International,ORG
Gandipet,GPE
Aadhaar Card,PERSON
GSS,ORG
RBI,ORG
Turmuri,GPE
Santosh Kumar,PERSON
Bhasker Rao,PERSON
Bele Sameekshe,PERSON
Amit Chavda,ORG
Nagali Hills,GPE
Nagari Khurd Kalan,ORG
Hasanpur station house,PERSON
Beig,PERSON
C Prakash,PERSON
Captain Amarinder Singh,PERSON
Hindustan Aeronautics Ltd,ORG
the Central Tobacco Research Institute,ORG
NBSO,ORG
Byadagi Chilli Market,PERSON
Ram Kumar,PERSON
Manapaka Krishnaveni,PERSON
Udailal Anjana,PERSON
Sangwari,PERSON
Kaluru,GPE
Warangal,ORG
Athani taluk,PERSON
kurta,GPE
Mandi Parishad,PERSON
Narol,ORG
Ramsar,PERSON
M Santosh,PERSON
J V Meenakshi,PERSON
Rizwan Siddiquee,PERSON
Govind,PERSON
Sarde,PERSON
Sushilkumar Shinde,PERSON
Ganesh Gaon,PERSON
Sareesh,GPE
Sri Raja Rajeswari Poultry Farm,ORG
Central Coastal Agricultural Research Institute’s,ORG
Lala Karada,GPE
SVUM,ORG
Kafal,PERSON
Sant Baba Ram Singh,PERSON
Palvancha,GPE
SP Sharma,PERSON
Chhattisgarh,ORG
Garhi,PERSON
Bhamre,GPE
Delhi Chalo,GPE
Thamizhaga Vivasayigal Sangam,ORG
Chiranjeevi,PERSON
DC M K,ORG
Ek gaana,PERSON
Punjabrao,ORG
Buddha Bharwad,PERSON
Voice Trust,ORG
kisan mahapanchayat,PERSON
Lakhnauva Safeda,PERSON
Control Committee,ORG
Kolhapur,GPE
Majithia,PERSON
Harsimran,GPE
Paragpur,GPE
Rajajinagar,ORG
Wardha Jilha Shetkari-Kamgar Andolan,PERSON
Ajitgarh village,GPE
Kasola Chowk,ORG
PSI,ORG
ONGC,ORG
Ghutanwad,PERSON
Hisar SP,ORG
Devastanam,GPE
MLA Pravin Zantye,PERSON
Canacona,GPE
Kuthara,GPE
Shobha,ORG
Baldev Singh Sandoha,PERSON
little millet,PERSON
Manjrekar,PERSON
Kheyada,GPE
G Kanagasabapathy,PERSON
Nilambur,GPE
the Department of Legal Metrology,ORG
Balraj Singh,PERSON
Bhati,PERSON
Silakudi,ORG
Kallandiri,PERSON
Society ( PACS,ORG
Adkire,PERSON
Coronavirus,ORG
Jhansi Andra Vamsi,PERSON
Medak,PERSON
R Sivanantham,PERSON
SEZ,ORG
the Maharashtra State Electricity Distribution Company Limited,ORG
Pavanjit Mane,PERSON
Dr T V Rajendralal,PERSON
Kaniyambetta,PERSON
the High Level Canal,ORG
Baswapur,GPE
Bihar Rajya Farm Labour Union,ORG
M S Swaminathan Research Foundation’s,ORG
the Delhi Pollution Control Committee,ORG
Jayanti Patel,PERSON
Subhiksha Keralam,PERSON
Raj Bhawan,GPE
Bastora,PERSON
PVVNL Noida,ORG
Ashok Walunj,PERSON
Sardar Vallabhbhai Patel,PERSON
Gandhi Market,PERSON
Bojja Dasaratharami Reddy,PERSON
Sangola,ORG
Anshuman Sharma,PERSON
the Centre,ORG
Ninder Bachao Sangharsh Samiti half,ORG
Indo-Pak,ORG
Amit Singh,ORG
Mukhtar Abbas Naqvi,PERSON
The Union ministry of surface transport,ORG
Salem Corporation Engineering Employees’ Association,ORG
Kishor,GPE
Balad,GPE
Preetham,PERSON
fig,ORG
Padmakar ‘Kolba’,PERSON
Bolina,GPE
Aaloo korma,PERSON
Malayali,PERSON
Shanmukh Gurikar,PERSON
Awanish Kumar Awasthi,PERSON
Haryana’s Dharukhera,ORG
Bhiloda,GPE
Verem zilla panchayat,PERSON
Sungarhi,GPE
ADM O P Vishnoi,ORG
Akhilesh Kumar,PERSON
Rajasthan Amendment,PERSON
Rahul Wasnik,PERSON
Julakanti Venkat Reddy,PERSON
Ashti,GPE
Senthoorkumaran,GPE
Chiroli,GPE
Bora,PERSON
the Wildlife Institute of India,ORG
South Corporation,GPE
Humaari,PERSON
Haryana 133,PERSON
Gurdeet Singh,PERSON
M Gowthami,PERSON
Bhola Singh,PERSON
Morappur,GPE
Cluster Development Programme,ORG
Bhunga,GPE
Owaisi,PERSON
GB,GPE
Rohit,ORG
Gillad,ORG
Shino K Jose,PERSON
panchayati,GPE
dairy development & fisheries department,ORG
Batsana,GPE
Ramesh Madhu,GPE
Brijendera Singh,PERSON
N Mahesan,PERSON
Sridevi Wagh,PERSON
Pranay Ranjan Behera,PERSON
Shahabad,GPE
Karanjgaon,GPE
MERC,ORG
Kovilankulam panchayat,PERSON
Gadarpur,GPE
Sukhbir Khalifa,PERSON
Naxal,PERSON
SP Harbir Singh Atwal,ORG
Fulsavangi village,GPE
Sudhar,GPE
Vruksha Gajanan,PERSON
e-Peek Pahani,PERSON
Ghaghor,GPE
COO of Sustainable Energy For All,ORG
Shakumbhari Mata,ORG
JNU,PERSON
Talegaon Dabhade,GPE
Nabha,PERSON
Harjinder,ORG
the Sri Renganathar Farmers Producers Company of Upper Bhavani Basin,ORG
Udham Singh,PERSON
Maharashtra Animal and Fisheries Science University,ORG
Dhoni’s old,ORG
Ludhiana:,ORG
Khanpura,GPE
Ghaghara,PERSON
Rajeev Arora,PERSON
the agriculture ministry a,ORG
Bridesh Rajbhar,ORG
Rai tehsil,PERSON
Reuters,ORG
Syama Prasad,PERSON
Group of Secretaries,ORG
Paithan,GPE
Nakkubetta Small Tea Growers Association,ORG
Ashiana Nagar,ORG
the Gazette of India,GPE
Dondapadu,ORG
the Gurdwara Kalgighar Khalsa Darbar,ORG
Punjab and Gwalior,ORG
Chandraprabhash Sekhar,PERSON
Erattupetta,GPE
Devkaran Yadav,PERSON
Raju Baria,PERSON
Sanjay Mishrimal Punumiya,PERSON
Venkateswarulu,PERSON
Vedic,PERSON
Ahmednagar Municipals Corporation,ORG
Udhampur,GPE
Ramkrishna ‘ Sudin ’ Dhavalikar,PERSON
MANDYA/MYSURU: Led,ORG
Thevakkal,PERSON
Kurnool,GPE
Gopalganj,ORG
Ramachandra Rao,PERSON
Jatin Singh,PERSON
Guruvayurappan Nagar,PERSON
HoFED,PERSON
Vargao,PERSON
Pooja More,PERSON
Aindrita Ray,PERSON
Shripad Naik,PERSON
New York,GPE
Yono,PERSON
the Zonal Agricultural Research Station,ORG
Gir Gadhda,PERSON
Standing committee’s,ORG
SHG,ORG
Asian Development Research Institute,ORG
"Rajkot, Lodhika, Padadhir",ORG
Gangadhar Parge,PERSON
"Jagtial, Warangal, Palem",ORG
Bachao Divas,PERSON
the National Chambal Sanctuary,ORG
D Jayakumar,PERSON
Thatikonda Vishwanatham,PERSON
Wakad,GPE
S Bernard,ORG
Kapil,PERSON
P Muthu of Kullandi Thottam,ORG
Kasaragod Development Package EP Rajamohan,ORG
Ravindra Binwade,PERSON
Jind-Khatkar,PERSON
Narsinh Mahida,ORG
Pandoh in Mandi,ORG
Pacs,ORG
The Maharashtra State Road Transport Corporation,ORG
Donje,PERSON
the All-India Kisan Mahasabha,ORG
Raj Nagar,PERSON
Eco Garden,PERSON
Kumar Bains,PERSON
G Haragopal,ORG
Vivek Velankar,PERSON
Bastar,PERSON
Patrakar Bhavan,PERSON
Jiti,PERSON
Haseeb Ahmad,PERSON
Thumbalpatty village,GPE
Tirumurthy,PERSON
Old Mahabalipuram Road,ORG
Rajiv Gandhi University of Knowledge Technologies,ORG
Pun,PERSON
NCB,ORG
Education,ORG
Anantapur,GPE
Atru SHO Harlal,ORG
Mararikulam,GPE
Ganesh Bhandalkar,PERSON
Jayant Sanap,PERSON
the Karnataka Rajya Raitha Sangha,ORG
Telangana Inc.,ORG
AMTS,ORG
IIT Ropar,ORG
DGP SK Singhal’s,ORG
Surguja,ORG
Panna,PERSON
Borim,ORG
the Chief Medical Officer,ORG
UREDA,GPE
Har Lal Krantikari,PERSON
Hemaram,ORG
Boro,PERSON
Tanmay,ORG
Jyotiba Phule,ORG
Balasaheb Patil,PERSON
Barlanga,GPE
TimesView Regrettably,ORG
Samrala village,GPE
Lockheed Martin,PERSON
Rs 23.8,ORG
Aligarh Zameer,PERSON
Unchahaar Express,ORG
Darryl,PERSON
Pandhurli,GPE
Yadlapadu,GPE
Maharashtra Knowledge Corporation Limited,ORG
Kurar,ORG
Udit Raj,ORG
INDCO,ORG
"Sukhdev, Vishwas",ORG
Paris,GPE
Rathore,PERSON
Budhana,GPE
SHO Devender,PERSON
the Odisha University of Agriculture and Technology,ORG
Zaheerabad,GPE
Najafgarh,GPE
Vivek Mandlik,PERSON
Moira,GPE
CNMCH,ORG
Behari Vajpayee,PERSON
Kaatuyanam,GPE
Palladam,ORG
Marandi,PERSON
Hardeep Kadyan,PERSON
Mahadev,PERSON
the Outer Ring Road,ORG
the National Policy on Education,ORG
Harpinder,PERSON
Arakkankottai,GPE
Shivdav,PERSON
Mapusa Farmers Association,ORG
Ratauli,GPE
DFI,ORG
Shel-Melauli,ORG
Bangi Nihal Singh,PERSON
The Indian Railway Stations Development Corporation,ORG
the Smart Urban Farming Expo,ORG
Wanworie,PERSON
Malkheda,PERSON
RMS,ORG
the West Bengal Vendors Association,ORG
NutriGold,ORG
IGL road,ORG
SRB,ORG
Rupnagar,GPE
MECON,ORG
Soil Health Card,ORG
Tewari,ORG
Jarmundi,GPE
Meharban,GPE
Sadya Veg,PERSON
Dharma Reddy,PERSON
Ghangri,PERSON
Choubey,GPE
Radha Kushwaha,PERSON
Krishna Gowda,PERSON
Chatrapura,GPE
Virender,ORG
Pratiksha,GPE
Indian Agricultural Universities Association,ORG
Vangaveeti Radhakrishna,PERSON
Air India,ORG
Uma,GPE
Kundlik Rathore,PERSON
Tohana,GPE
P Bharaneesh,ORG
Hetamdandi village,GPE
Burhi Gandak,PERSON
R Mutharasan,PERSON
Rad,PERSON
Wahab Ahmad,PERSON
Karnataka Rajya Raitha Sangah,PERSON
Gajendra Singh Parihar,PERSON
AIKSCC,ORG
Gir-east,GPE
Aurangabad,GPE
Vanrai,GPE
Animal Farm,ORG
Vijai Sardesai,PERSON
Vanamati,GPE
Telangana Pradesh Congress Committee,ORG
the Narcotis Drugs,ORG
Goa,GPE
Raja Gopal Sunkara,PERSON
Kisan Adhikar Diwas',PERSON
satavar,GPE
Amravati,ORG
Vijay Mallya,PERSON
the Madurai - Tuticorin,ORG
Bachittar Kaur,PERSON
the Aam Aadmi Party,ORG
Shambhu Prasad,ORG
Mani Maran,PERSON
Kramad,PERSON
Kasa,GPE
Sansarpur,GPE
Daljinder,PERSON
Prashant Shukla,PERSON
Chellanam,ORG
Bhagat Singh,PERSON
Puneeth Rajkumar,PERSON
Sachin Yadav,PERSON
Damavav,GPE
Diem Agro LLP,PERSON
The Shiromani Akali Dal (SAD,ORG
Kombaikadu,GPE
holige,PERSON
Jasbir Singh Virk,PERSON
Renuka Sugar,ORG
Ishwar,ORG
Karyakari Sahakari,PERSON
Vallabhipur,PERSON
Bhosle,PERSON
Anna University,ORG
Cold Storage,GPE
Nizamabad,PERSON
Kripal Singh Fauzdar,PERSON
Dhantoli,GPE
U T Khader,PERSON
LBC,ORG
Raja Ram Meel,ORG
Suresh Nimbalkar,PERSON
K Ponnusamy,ORG
Sawale,PERSON
FSD,ORG
Dattatray Kalamkar,PERSON
Chapar,PERSON
Patran,GPE
Thakur,PERSON
Karnatak,GPE
Monsoon,GPE
The Uzhavar-Aluvular,ORG
Kondhali,GPE
BKU-Bhanu,ORG
Vidhana Soudha,PERSON
Rawan,GPE
Devaram,ORG
ROB,ORG
fatherâs,ORG
Hosur-Denkanikottai,ORG
Satnam Kamboj,PERSON
Vetrivelrajan,PERSON
Birpur,GPE
Kudlapura,GPE
Krishi Sinchai,PERSON
Thomas Isaac,PERSON
Saffron,ORG
the Samyukt Kisan Morcha’s,ORG
Sanjay Wankhede,PERSON
Karthigai Pattam,PERSON
Jaanu,GPE
KSCPCR,ORG
Josekutty V M Vettiyankal,PERSON
Charuni,ORG
Pavagada,ORG
Ahmedabad,GPE
Vitthal Khandeparkar,PERSON
Agonda,PERSON
RSP,ORG
Dattaprasad Nade,PERSON
Siwaye,PERSON
Manju Kachchap,PERSON
the National Capital Region,ORG
Vishrambaug,GPE
Nesda,ORG
Chanpura,ORG
Sinnar,GPE
Armaan,GPE
Chota Bhai,ORG
Navreet Singh’s,ORG
Bihar Watershed Development Society,ORG
Dhoraji,PERSON
Jai Jawan Jai Kisan,PERSON
Pollachi Lok Sabha,PERSON
the Goa State Horticulture Corporation Limited,ORG
Devender Reddy,PERSON
Kala Rana,PERSON
Aligarh,PERSON
Afzal Lulania,PERSON
Nandgaon,PERSON
Agriculture Produce Marketing Committee,ORG
Dr P,ORG
Jagraon,GPE
the Sanjivani Sahakari Sakhar Karkhana Ltd,ORG
Ajay Bhalotia,PERSON
Dhamtan,GPE
Ulavar Santhai,PERSON
Balraj Kundu,PERSON
V Yogeshkannan,PERSON
Padmakar Ghanwat,PERSON
SBS Nagar,ORG
Pat,PERSON
Prithviraj Chavan,GPE
Bhatoli,GPE
Darekar,PERSON
Narnaund,ORG
M S Swaminathan,PERSON
Dhyani,PERSON
Dharampur,GPE
TVK,ORG
Jewar,GPE
Sewak Singh,PERSON
Sahrudaya,PERSON
the Trichy-Chennai Cholan Express,ORG
SR Engineering Private Limited Company,ORG
K Muthumari,PERSON
UP Farmer Producer Organisation,ORG
Devi Lal,PERSON
the ‘Bharat bandh’,ORG
Yogi Adityanath-,PERSON
Balila,GPE
Raman Kashyap,PERSON
Agriculture Technology Management Agency,ORG
Mexico,GPE
Palkhada village,GPE
Forensic Science Laboratory,ORG
Raes Ansari,PERSON
M S,PERSON
AP Pollution Control Board,ORG
K Manemma,PERSON
Bikaner-Phalodi,GPE
SP Barmer,PERSON
Gehewal village,GPE
Parachute Regiment,ORG
LS Kurinji,PERSON
Kurudampalayam,PERSON
Delhi-Meerut Expressway,ORG
the Federation of Madurai Flower Market Associations,ORG
Amit Pathak,PERSON
Pratap,ORG
Bachao Mahapanchayat,PERSON
Ubhari,ORG
Darna,GPE
— Bhartiya Kisan Union,ORG
Fulji Patanwadiya,PERSON
Bhartaiya Kisan Union,ORG
Kaushal Raj Sharma,PERSON
Bannerghatta,GPE
Mohan Lal,PERSON
ACB,ORG
PAUTA,GPE
Sauraj Singh,PERSON
Harpal Sudhal,PERSON
Sehore,PERSON
Shiroda,GPE
Mayur Sutaria,PERSON
National Rainfed Area Authority,ORG
Prasanna,PERSON
KRRS,ORG
Janarthanan,PERSON
Jagmandeep Singh,PERSON
Vanthali,PERSON
Udyog Bhawan,GPE
Aftab Ahmed,PERSON
Vijay Pohekar,PERSON
Saroj Devi,PERSON
Shelju Subrahmanyan,PERSON
gram,PERSON
Multiplex,PERSON
DDU Marg,ORG
UN Mehta Hospital,ORG
Velingkar,ORG
Yogi Adityanath's,PERSON
the NITI Ayog,ORG
Jokhio,GPE
M Eesan,PERSON
Ramakrishnan,GPE
chamber of commerce and industries,ORG
Wapcos,PERSON
Bakhtu Kott,ORG
Venkatrami Reddy,PERSON
Kinnakorai,PERSON
TIwari,ORG
N Basavaraju,ORG
Sushil Kumar,PERSON
Kumar Airi,PERSON
Apco Shri Amarnathji Tunnelway,ORG
the Jaipur Municipal Corporation,ORG
Azardracti,ORG
Old Katol Road Chowk,ORG
Natarajan,PERSON
Mani Damor,PERSON
Mohan Lamb,PERSON
UNDP,ORG
Ajjavara village,GPE
Bhoomika Farmers Producers,ORG
Sahkari Samiti,PERSON
Kodagu,GPE
R Hemalatha,PERSON
Jawaharnagar,PERSON
Amir,PERSON
Dineshpur,GPE
Bhagat,ORG
Ajit Navle,PERSON
"Wardha, Chandrapur",ORG
Nagar Palika,PERSON
Universities Space Research Association,ORG
Forester Koodakandi Subraya,PERSON
ODEPC,ORG
Neyyattinkara,GPE
Anti Corruption Bureau,ORG
Union finance ministry,ORG
Satinder Singh,PERSON
Agriculture Produce Markets Committee,ORG
Sultanpur,GPE
Satyarth,GPE
Sakhvinder Kaur,PERSON
DGPS,ORG
Chengalpet,GPE
Bachu Kadu,PERSON
Gujarat Land Development Corporation,ORG
Sugarcane,ORG
Mission Shakti,PERSON
Wisdom,ORG
the standing committee,ORG
Mohan Malviya,PERSON
Greta Thunberg Exposed,PERSON
the Panjab University Students’ Council,ORG
Alam Haque,PERSON
Gautam Sardana,PERSON
Anjali Prasad,PERSON
Parade,PERSON
N Galappa,ORG
Iraz Raja,PERSON
Hathidah,GPE
Shiromani Akali Dal’s,PERSON
S Sivarasu,PERSON
Shiralu,GPE
Gopal Singh Chawla,PERSON
Meshram,ORG
Sheeshpal Singh,PERSON
Mominpura,GPE
Sindag,PERSON
VAT,ORG
Kheri,ORG
Basava,PERSON
Vazhakkulam,GPE
the Mamata Banerjee,ORG
Dr Megh Singh,PERSON
Garot,PERSON
Shivram Tulshiram Khutade,ORG
Ganeshan,PERSON
Tamil,GPE
Kalmeshwar,ORG
Lonavala,GPE
Simplex,PERSON
Vishal,PERSON
Faizganj,ORG
Ghanta Ghar,PERSON
Rangarajan,ORG
EAG,ORG
Lohri,ORG
Ashwin Patel,PERSON
Thennur,GPE
CITU,PERSON
Bakalpur,GPE
Makrandpur,GPE
Vani,ORG
the forest department authorities,ORG
G V Ramana Murthy,PERSON
Mahatma Jyotiba Phule,ORG
PKI,ORG
Lakshman,ORG
Canada,GPE
BV Srinivas,PERSON
Srinivasan Krishnan,PERSON
the Ministry of Science and Technology,ORG
The Government Higher Primary School,ORG
Sukhi,ORG
the Madhya Pradesh Electricity Regulatory Commission,ORG
NMK-1,PERSON
Rajasthan-Haryana,ORG
Ashok Chandna,PERSON
K N Shiva,ORG
Nagpur-Wardha,PERSON
Raman Balasubramanium,PERSON
Kamalapur,PERSON
Kiranjit,PERSON
LaRue,PERSON
Daljit Singh Cheema,PERSON
Ghesupur,GPE
MEMU,ORG
R Muthuraj,PERSON
Vinayagar Chathurthi,PERSON
Ardhendu Shekhar,PERSON
hai giraftari,PERSON
Dayanand,GPE
Safa Kheri,PERSON
Michael O’ Dwyer at Caxton,PERSON
Kul Hind Kisan Federation,ORG
Singh Maan,PERSON
gram panchayats,PERSON
Nagar Zone,PERSON
Shramesh Bhosle,PERSON
Jay Narayan,PERSON
Kabini,PERSON
Miryalaguda RDO B Rohit Singh,PERSON
Ram Krishna Awasthi,PERSON
the Constituent Assembly,ORG
Harvester,PERSON
NPD,ORG
Krishak Samman Yojna,PERSON
nullah,GPE
Pradhan Mantri Kisan Samman Scheme,ORG
Ram Das,PERSON
Howrah Maidan,PERSON
Vidisha,GPE
Vandaiyariruppu,GPE
AKGCA,PERSON
MKSS Shankar Singh,PERSON
Chandpur,GPE
Utthan Mahabhiyan,PERSON
Andipati,ORG
PCCF,ORG
Kandivli,GPE
Kisan Andolan Samarthan Samiti,PERSON
Sathankulam,GPE
Mann ki Baat ',PERSON
Limba,PERSON
Dilip Barra,PERSON
Ambani,PERSON
