id,entity,type,louv_community_weighted
20430,a Spice Board,ORG,18149
20431,Velguem,GPE,3160
20432,Karam Singh Baroli,PERSON,937
20433,the Union Public Service Commission,ORG,12381
20434,P Lakshmanan,PERSON,15549
20435,Uday Prabhudesai,PERSON,3160
20436,KSRDPU,ORG,2763
20437,Mahabaleshwar,GPE,10780
20438,Arora,PERSON,4688
20439,Ganesh Lal Tatma nea,PERSON,10780
20440,Zonal Transplant Coordination Committee,ORG,15549
20441,Pochamma Colony,GPE,18149
20442,Punjab Kisan Union,ORG,4688
20443,Delhi Gazette,ORG,4688
20444,Dayabhai Jadhav,PERSON,4688
20445,Cumbum,GPE,215
20446,Uddandarayunipalem,GPE,6619
20447,K Venkata Ramana,DIR,6619
20448,Bhaumik Dholaria,PERSON,15549
20449,Mancherial,GPE,18149
20450,"Nurmahal, Jalandhar",GPE,4688
20451,Dadachiwadi,GPE,3160
20452,Bhattu Kalan,GPE,19072
20453,AM,ORG,18149
20454,Shyamapur village,GPE,18149
20455,CPDCL,ORG,1527
20456,Velliripatti,GPE,2763
20457,DND,ORG,4688
20458,Kannad,GPE,15549
20459,Bhogapuram,GPE,6619
20460,Jasbir Kaur,DIR,4688
20461,Bharathiya Kisan Sangh,ORG,215
20462,Prabhas,DIR,18149
20463,Sahebrao Bhegde,PERSON,15549
20464,the ICAR-CCARI,ORG,3160
20465,the Constitution Bench,ORG,3644
20466,Anil Nandal,DIR,4688
20467,MGVCL,ORG,12381
20468,Shyam Singh Rana,PERSON,4688
20469,Manik Kokate,PERSON,15549
20470,the Techton Buildcons Pvt Ltd,ORG,3160
20471,Bal Mukand Sharma,PERSON,15549
20472,Saudi Arabia,GPE,6266
20473,Santhal Pargana,GPE,10780
20474,Katha,GPE,15549
20475,Sidharth Nath Singh,PERSON,3644
20476,Tribhuvan Singh,PERSON,3644
20477,Pichanur,GPE,215
20478,K Gangadhar,PERSON,8841
20479,a Supreme Court,ORG,15549
20480,MA&UD,ORG,18149
20481,Uste,GPE,3160
20482,Rajesh Kumar Dwivedi,PERSON,20482
20483,IBC,ORG,499
20484,the Tamil Nadu Agricultural University,ORG,215
20485,the Centre for Economic and Social Studies,ORG,215
20486,Ravaliya,PERSON,12381
20487,Mitraniketan Krishi Vigyan,ORG,215
20488,Sonde,PERSON,6483
20489,Rashmi Suresh,PERSON,20489
20490,TVPS,ORG,215
20491,Syama Prasad Mookerjee,PERSON,3644
20492,Filipe Neri Rodrigues,PERSON,3160
20493,the Jal Shakti Ministry,ORG,215
20494,Bommanampalayam,GPE,215
20495,Agrahara Samakulam,GPE,215
20496,Abdullah Azam,PERSON,3644
20497,Periyur,GPE,215
20498,Antil Khap,GPE,4688
20499,Satbiri Devi’s,PERSON,8841
20500,Kanwarpal Rana,PERSON,4688
20501,the Ekata Parishad,ORG,6266
20502,Devendra Gaonkar,PERSON,3160
20503,Perry,PERSON,3644
20504,D’Souza,PERSON,3160
20505,Sundharamoorthi,PERSON,215
20506,Raitha Bana,PERSON,2763
20507,Girish Vyas,DIR,15549
20508,New York,GPE,6266
20509,Maya Satav,PERSON,15549
20510,Pandurang Kokan,PERSON,15549
20511,Ravilal Marandi,PERSON,10780
20512,CRPF,ORG,3644
20513,Bhartiya Sikh Sangathan,ORG,3644
20514,Parambikulam Aliyar Project,ORG,215
20515,Merwin Fernandes,PERSON,3160
20516,Bisalpur,GPE,3644
20517,Veerasekaran,ORG,215
20518,Baghra village,GPE,3644
20519,Praful Suvala,PERSON,6266
20520,Madras HC,ORG,215
20521,Pakribawaran,GPE,3644
20522,Mana,GPE,3644
20523,Sharjeel,PERSON,15549
20524,Anant Chopade’s,PERSON,15549
20525,Dandeli,GPE,3160
20526,Rajasthan Himmat Singh,PERSON,8841
20527,Yeola,GPE,15549
20528,Padhiar,PERSON,12381
20529,Kheragarh,GPE,3644
20530,Assam,GPE,10780
20531,Rakesh Kumar Bains,PERSON,4688
20532,Govindhan,PERSON,215
20533,Nitin Tiwari,PERSON,15549
20534,Arjun Kumar,PERSON,15549
20535,Garhi,PERSON,4688
20536,Partap Singh Bajwa,POL,4688
20537,M B Nagannagowda,PERSON,2763
20538,Shashi Tharoor,DIR,4688
20539,Suresh Tolu Gaonkar,PERSON,3160
20540,Deelip Mhaisekar,PERSON,15549
20541,V M V M Chaudhary,PERSON,12381
20542,Komatigunta Laku,GPE,3644
20543,Pappu Singh,PERSON,3644
20544,Jayesh,PERSON,12381
20545,Diwakar,POL,2763
20546,Siddhartha Dutta,DIR,10780
20547,Kirti Rana,PERSON,15549
20548,Banganj,GPE,3644
20549,Anoop Chauhan,PERSON,3644
20550,Kamanadurga,GPE,2763
20551,Bulandshahar,GPE,3644
20552,Lodhika,GPE,12381
20553,S A Manikandan,PERSON,1341
20554,Abhay Das,PERSON,1561
20555,the Bharatiya Kisan Manch Devendra Tiwari,ORG,3644
20556,The Tropical Legumes Projects,ORG,6266
20557,Gurbhajan Gill,PERSON,4688
20558,Sports Authority of Goa,ORG,3160
20559,Jagdeep Singh Aulakh,PERSON,4688
20560,ryots,PERSON,215
20561,PWD,ORG,215
20562,the Goa Engineering College,ORG,3160
20563,Jajpur,GPE,8841
20564,Sukhdev Singh Kokri Kalan,PERSON,4688
20565,FOSTTA,ORG,4688
20566,Nigohi,GPE,3644
20567,Arun Mitra,DIR,15549
20568,Motikoral,GPE,12381
20569,Reliance Insurance,ORG,15549
20570,Rabindranath,PERSON,1561
20571,M Prabhakar,PERSON,215
20572,Punj,PERSON,4688
20573,Nihal Singh Wala,GPE,4688
20574,Dinesh Desai,PERSON,3160
20575,Parlapally village,GPE,18149
20576,Praveen P Nair,PERSON,215
20577,Dilip Rath,DIR,8841
20578,Bhoosreddy,PERSON,3644
20579,CSK,ORG,6266
20580,Jagdeep Lamba,PERSON,4688
20581,Skymet Weather Services,ORG,215
20582,Markanda,PERSON,6266
20583,Rajasthan Frontier,GPE,6619
20584,The Pollution Control Board,ORG,11194
20585,the Narkhi SHO,ORG,3644
20586,Haryana Space Applications Centre,ORG,4688
20587,Indian Council of Agricultural Research-Central Plantation Crop Research Institute,ORG,18149
20588,Ajmeera Lakshmi,PERSON,18149
20589,NGO Hemkunt Foundation,ORG,10780
20590,Prattipadu,GPE,6619
20591,Dhan Singh Negi,PERSON,3644
20592,Chintala Govinda Rajulu,PERSON,1527
20593,Samyukt Kisan Morcha,ORG,4688
20594,Sundar Lal,POL,10780
20595,Sappanimadai,GPE,215
20596,Desiya Thennindiya Nadhigam Inaippu Sangam,ORG,215
20597,Rajkumar Singh,POL,3644
20598,Nanu,PERSON,1341
20599,Partap Singh,POL,4688
20600,V Nachimuthu,PERSON,215
20601,K Mounika,PERSON,18149
20602,Mahal Kalan,GPE,4688
20603,Uttar Pradesh Women Commission,ORG,3644
20604,Katna Singh,PERSON,4688
20605,Madhav Kelkar,PERSON,3160
20606,Khadsangi,GPE,15549
20607,Prashant Thakre,PERSON,15549
20608,Osmania General Hospital,ORG,18149
20609,Initiators of Change Organisation,ORG,4688
20610,New York ’s,GPE,3644
20611,Jakkalodai village,GPE,215
20612,Vijay Bhardwaj,PERSON,4688
20613,Jasadhar,GPE,12381
20614,Smart City,ORG,1341
20615,K Periyasamy,PERSON,215
20616,Project Rise,ORG,15549
20617,Coutralam,GPE,215
20618,Rajesh Tupatkar,PERSON,15549
20619,Syngenta India Limited Company,ORG,2763
20620,Beel Akbarpur,GPE,4688
20621,SB Pandey,PERSON,3644
20622,P Chidambaram,POL,4688
20623,Dumad,GPE,10780
20624,Mirjapur,GPE,13467
20625,Pradeepsinh Jadeja,PERSON,12381
20626,Vinchur,GPE,15549
20627,GPCB,ORG,12381
20628,IIRCA,ORG,3160
20629,Ajay Mishra Teni,PERSON,3644
20630,Simetbhai Chamar,PERSON,12381
20631,Naresh Saini,PERSON,3644
20632,Kamal Heer,PERSON,7031
20633,Singanallur,GPE,215
20634,Sandeep Faldesai,PERSON,3160
20635,Yogendra,POL,3644
20636,Thalaikombupudur,GPE,215
20637,Dharmana Krishna Das,PERSON,6619
20638,Fatehgarh Bhadla Transmission Limited,ORG,8841
20639,Manju Kachchap,PERSON,10780
20640,Tore,PERSON,15549
20641,Sosale,GPE,2763
20642,Simple,ORG,15549
20643,Mangrol Marine Police,ORG,12381
20644,disaster management department,ORG,10780
20645,Behal,GPE,4688
20646,V Chandrasekhar,PERSON,18149
20647,the Irrigation Management Training Institute,ORG,6266
20648,Malaipalayam,GPE,215
20649,State Congress,ORG,13467
20650,Hardip Singh Dibdiba,PERSON,3644
20651,Navalur Kuttappattu,GPE,215
20652,Katarisarai,GPE,10780
20653,FPGs,ORG,215
20654,Sandeep Behal,PERSON,4688
20655,Anju Bhatia,DIR,4688
20656,Bharat Singh Hada,PERSON,8418
20657,Raees Khan,PERSON,3644
20658,Mullana,GPE,1341
20659,JH Sarvaiya,PERSON,12381
20660,Baggidepalle,GPE,6619
20661,Gaondongrem,GPE,3160
20662,Gandhidham,GPE,1341
20663,TRIFED,ORG,6619
20664,Shivanand Jha,PERSON,4688
20665,Van Panchayat Sangharsh Samiti,ORG,4688
20666,Amarinder Singh,POL,4688
20667,All India Kisan Sangh,ORG,15549
20668,J P Dalal,PERSON,4688
20669,Bir Devinder Singh,PERSON,4688
20670,Nathowal,GPE,3644
20671,Mohd Israr,PERSON,3644
20672,Rajasthan NSUI,ORG,8841
20673,Jhanvi Kapoor,PERSON,4688
20674,Gora Singh,PERSON,3644
20675,Khet Talab Abhiyan,ORG,3644
20676,Indiranagar,GPE,18149
20677,Sunil Dhanak,PERSON,13467
20678,Kallikudi,GPE,215
20679,Akurdi,GPE,15549
20680,Mukhyamantri Kisan Ashirwad Yojana,ORG,18149
20681,Arvind Chouhan,PERSON,15549
20682,Jagathgirigutta,GPE,18149
20683,Lakhna,GPE,10780
20684,Sujeet,PERSON,3644
20685,Dhasmana,PERSON,3644
20686,Akash Panchbhudhe,PERSON,15549
20687,V Sandhya,PERSON,18149
20688,Rudra Homam,PERSON,6619
20689,Gurpreet Singh Niamian,PERSON,937
20690,Jaganguda,PERSON,18149
20691,Sangeetha Patil,PERSON,2763
20692,Anand Mohan,PERSON,215
20693,PVVNL Noida,ORG,8841
20694,Shabbir Shaikh,PERSON,18149
20695,Mole Khan,PERSON,8841
20696,Mohammadwadi,GPE,15549
20697,Sonahatu,GPE,10780
20698,Satish Gautam,PERSON,3644
20699,FJCCI,ORG,10780
20700,Housing Board Haryana,ORG,4688
20701,Rajasthan Agriculture Research Institute,ORG,8841
20702,Insram Ali,PERSON,3644
20703,Gumthala Garhu,GPE,12332
20704,Pradesh Congress Committee,ORG,8841
20705,Vijayawada Central,GPE,6619
20706,G K Nagaraj,PERSON,215
20707,Niyamatpura,GPE,3644
20708,DyCM,ORG,4688
20709,Sewing Machine Development Club,ORG,4688
20710,AIMTC,ORG,4688
20711,Govind Electrical and Developers,ORG,15549
20712,Sarfaraz Malek,PERSON,12381
20713,M Mahendar Reddy,PERSON,18149
20714,Dalbir,GPE,10780
20715,Kalakuntla Rishika,PERSON,18149
20716,Lahore,GPE,8841
20717,Mannachannallur,GPE,215
20718,Samaspur Kubri,GPE,3644
20719,NG Ranga Agriculture University,ORG,20719
20720,Ravi Pratap Singh,DIR,4688
20721,Mushtaq Safiya,PERSON,12381
20722,Narinder Singh Kang,PERSON,937
20723,Ramnath Singh Sikarwar,PERSON,3644
20724,KC Venugopal,PERSON,4688
20725,Danka,GPE,8841
20726,Mehul Dabhi,PERSON,12381
20727,Nilima Pawar,PERSON,15549
20728,Chadauni,ORG,4688
20729,Central Coalfields Limited,ORG,10780
20730,the Tamil Nadu Pollution Control Board,ORG,215
20731,Shiroda PHC,GPE,3160
20732,Pawan Bansal,DIR,4688
20733,Narpat,PERSON,4688
20734,Government of India,ORG,6266
20735,Semmedu village,GPE,215
20736,Harugeri,GPE,2763
20737,McGraw-Hill,ORG,83
20738,J and P Sand and Aggregates International Pvt Ltd,ORG,11194
20739,"Fruit, Vegetable and Flower Growers Association",ORG,6266
20740,Umesh Yadav,PERSON,937
20741,Congre,ORG,3644
20742,Lehra Bega,GPE,4688
20743,Sukho Patel,PERSON,2763
20744,Geeta Devi,DIR,3644
20745,Ghantakarna,GPE,3644
20746,Pathanamthitta,GPE,11194
20747,Om Parkash Dhankar,POL,4688
20748,Nagaloor,GPE,18149
20749,Uppiliyapuram,GPE,215
20750,Ghulla Singh,PERSON,937
20751,Priyanka Gandhi,DIR,3644
20752,Dimbam,GPE,2763
20753,Ilavangal village,GPE,4496
20754,M Kodandaram,PERSON,18149
20755,Ramesh Sahu,DIR,10780
20756,Ezhilur,GPE,215
20757,Kalwan,GPE,15549
20758,Swaraj Abhiyan,ORG,8841
20759,Vandanmedu Cardamom Growers’ Association,ORG,215
20760,Budhwar Peth,GPE,15549
20761,Jodhpur Nathuram Jhad,GPE,8841
20762,Gokulpeth,GPE,15536
20763,Ganvir,PERSON,15549
20764,Gaurav Prakash,PERSON,3644
20765,Vikram Muthurathinasabari,PERSON,215
20766,Bhupalapalli,GPE,18149
20767,Monserrate,PERSON,3160
20768,Babbu Maan,PERSON,19072
20769,Umrao Singh,PERSON,10780
20770,Prabhuram Mina,PERSON,13467
20771,Centre for Research and Industrial Development,ORG,4688
20772,Balkar,POL,3644
20773,Jeeta,PERSON,18149
20774,Bharat Khamar,PERSON,12381
20775,Anjali Prasad,PERSON,6266
20776,Paramil,PERSON,8841
20777,Kishun Kumar Das,PERSON,10780
20778,Channagiri,GPE,2763
20779,Morshi,GPE,15549
20780,Akshay Radikar,PERSON,15549
20781,Chinnapettu Kanapalli,GPE,215
20782,the Food Corporation,ORG,18149
20783,Bodoland University,ORG,4688
20784,Kavindapadi,GPE,215
20785,an Ahmedabad Municipal Corporation,ORG,12381
20786,Department of Mining and Geology,ORG,11194
20787,Om Prakash Dhankhar,POL,4688
20788,Inam Puliyur,GPE,215
20789,Birare,PERSON,15549
20790,R Kumar,PERSON,215
20791,Ikram,PERSON,1341
20792,Uptela village,GPE,8841
20793,Narsinh Mahida,PERSON,12381
20794,Bhoopani,PERSON,3644
20795,Tadegaowadi,GPE,15549
20796,MGNREGA,ORG,215
20797,Hiwari,GPE,4229
20798,Anjaiah,PERSON,18149
20799,Charanpal Singh,PERSON,4688
20800,K Muthumari,PERSON,215
20801,miller,ORG,937
20802,JAP,ORG,10780
20803,Godhra A I Pathan,GPE,12381
20804,Anil Yadav,PERSON,13467
20805,Nariyala village,GPE,15549
20806,Sanjay Shroff,DIR,6266
20807,ZP,ORG,15549
20808,K,PERSON,6266
20809,Motihari,GPE,3644
20810,Rajat Sud,PERSON,6266
20811,UPSC,ORG,12381
20812,Vade-Sanguem,GPE,3160
20813,Siskiyou County,GPE,4475
20814,Pande,PERSON,15549
20815,Kakumanu,GPE,6619
20816,K K Venugopal,POL,4688
20817,Thiruppananthal,GPE,215
20818,Mangesh,GPE,4688
20819,TANSI,ORG,215
20820,Kurnool,GPE,6619
20821,Sadhugram,GPE,15549
20822,Veeran,PERSON,215
20823,Vineet Kumar,DIR,8841
20824,Laxmi Reddy,PERSON,18149
20825,Dilip Walse Patil,PERSON,15549
20826,Gurcharan Singh,POL,4688
20827,Avtar Singh Faroke,PERSON,4688
20828,the ministry of agriculture and farmers welfare,ORG,3644
20829,Eatala,PERSON,18149
20830,Madan Mohan Mittal,DIR,4688
20831,Omar Khalid,PERSON,3644
20832,Bisalpur Kotwali,GPE,3644
20833,Jyoti Balyan,PERSON,15549
20834,Punjab Union,ORG,4688
20835,Gittikhadan,GPE,15549
20836,Moti Bagh Gurdwara,GPE,4688
20837,K Annamalai,PERSON,215
20838,Kute,PERSON,15549
20839,Tea Board of India,ORG,215
20840,Daya,GPE,3160
20841,TS-Eamcet,ORG,18149
20842,Pintu,DIR,937
20843,Shivganj,GPE,10780
20844,Kray Vikray Sahakari,ORG,8841
20845,Vimala R.,PERSON,13903
20846,Subham,PERSON,937
20847,Pakkam village,GPE,215
20848,the College of Veterinary Science and Animal Husbandry,ORG,15549
20849,Aurangabad village,GPE,4688
20850,Dharmapuri Arvind,DIR,18149
20851,Malampur village,GPE,3644
20852,Sodala,GPE,8841
20853,Abdul Raes,PERSON,15536
20854,Ajamgarh,GPE,15549
20855,K Rajeshwara Rao,PERSON,1527
20856,Bolsonaro,PERSON,6266
20857,Sufal Mahto,PERSON,10780
20858,UN,ORG,6266
20859,Mati,GPE,3644
20860,HMDA,ORG,18149
20861,Bhavik Chiwande,PERSON,15549
20862,Shri Krishna Sinha,PERSON,4688
20863,Anil Amliyar,PERSON,12381
20864,the Kisan Kalyan Yojna,ORG,8841
20865,Maravapalayam,GPE,215
20866,Finance Commission,ORG,10780
20867,Dipankar Gupta,DIR,3644
20868,S Rajasekar,PERSON,215
20869,Mailani,GPE,3644
20870,ICAR-CIAE,ORG,14621
20871,Avtar Singh Gehlewal,PERSON,4688
20872,Manokaran,PERSON,215
20873,Armoured Corps,ORG,4688
20874,Padsara,PERSON,12381
20875,Chakrata,GPE,3644
20876,Neemka village,GPE,15549
20877,Rajya Sabja,GPE,4688
20878,DFO Patel,ORG,3644
20879,V R Kaundinya,PERSON,1561
20880,The Adivasi Shakti Sena,ORG,15549
20881,Pagdhar,PERSON,12381
20882,Kundli-Singhu/Sonipat,GPE,4688
20883,Rashtriya Kisan Majdoor Sangathan,ORG,3644
20884,Karmali,GPE,3160
20885,Panki,GPE,3644
20886,Kaushambi,GPE,3644
20887,Ravi Kuhrade,PERSON,15549
20888,Parliament,ORG,4688
20889,Bilari,GPE,3644
20890,Colaba,GPE,15549
20891,Unnath Bharat Abhiyan 2.0,ORG,215
20892,Samidurai,POL,215
20893,Hari Singh Bishnoi,PERSON,19072
20894,Vairathikulam,GPE,215
20895,Nettoor,GPE,6266
20896,Namkom,GPE,10780
20897,Victor Savio Braganca,PERSON,6266
20898,Salem Periyar University,ORG,215
20899,Kamalakshi Rajanna,PERSON,6266
20900,Gerabari Chowk,GPE,10780
20901,Wazirpur,GPE,4688
20902,Rythu Swarajya Vedika,ORG,18149
20903,Shiromani Gurdwara Parbandhak Committee,ORG,4688
20904,Bishan Lal Saini,PERSON,4688
20905,Chalode,GPE,11194
20906,Santosh,DIR,18149
20907,S K Singhal,PERSON,10780
20908,GK Veedhi,GPE,6619
20909,Adi Dravidar,PERSON,215
20910,DDS,ORG,18149
20911,Chirag,PERSON,10780
20912,Mukhtar Abbas Naqvi,POL,8841
20913,Kundagol taluk,GPE,2763
20914,Kothuru,GPE,6619
20915,EB Chakurkar,PERSON,3160
20916,Sagar Ekoskar,PERSON,3160
20917,Gurpreet Singh Rummy,PERSON,3644
20918,Forensic Science Laboratory,ORG,3644
20919,the home ministry,ORG,215
20920,Harvinder Singh Virk,PERSON,4688
20921,Vijayawada East,GPE,6619
20922,Ravindra Kumar,POL,3644
20923,Gandra Venkata Ramana Reddy,PERSON,18149
20924,Power Corporation,ORG,3644
20925,Kulithalai,GPE,215
20926,East Punavasal,GPE,215
20927,Gorakhdibbi,GPE,3644
20928,Ashish Verma,DIR,2763
20929,Lalitha,PERSON,6619
20930,Sohana village,GPE,4688
20931,Bhoomi Dan,GPE,3644
20932,Abbas,POL,8841
20933,Ambanis,PERSON,4688
20934,Budget,ORG,4688
20935,Rajya Sabha,DIR,4688
20936,Maliya-Miyana,GPE,13467
20937,Veersinghpur,GPE,3644
20938,a Kisan Sewa Dal,ORG,6266
20939,Hiraman Kotgale,PERSON,15549
20940,The Dalawai Committee,ORG,2763
20941,Etawah Brijesh Kumar Singh,PERSON,3644
20942,Sempatti,GPE,215
20943,Budh Ram,POL,4688
20944,Mahavir Bhargav,PERSON,8841
20945,Tikri village,GPE,3644
20946,Vandanmedu,GPE,215
20947,Suryapet,GPE,18149
20948,Kaundinya,GPE,215
20949,Moharli,GPE,15549
20950,Kaniyambetta,GPE,11194
20951,the Himachal Pradesh government,ORG,12381
20952,Pallavi M Baldev,PERSON,215
20953,Chamkaur Singh,PERSON,4688
20954,Gondal APMC,ORG,12381
20955,EGS,ORG,15549
20956,Navale,PERSON,15549
20957,the Maharashtra State Agriculture Marketing Board,ORG,15549
20958,Yuvrajsinh Zala,PERSON,6266
20959,Ajay Sahani,DIR,4688
20960,Sikh Coalition,ORG,6266
20961,SCCL,ORG,18149
20962,Ahmednagar district,GPE,15549
20963,Thakur Dalveer Singh,PERSON,3644
20964,NMC Public Works Department,ORG,15549
20965,Aranthangi,GPE,215
20966,Thanesar,GPE,4688
20967,KVSS,ORG,8841
20968,Faridkot,GPE,4688
20969,Datta Nalawade,PERSON,15549
20970,P Sugumaran,PERSON,215
20971,Barefoot Academy of Governance,ORG,215
20972,Charpali,GPE,3644
20973,Francis Kalathunkal,PERSON,11194
20974,Jaswant Singh Punia,DIR,937
20975,Umesh (Daya) Gaonkar,PERSON,3160
20976,Vishal Pawar,PERSON,15549
20977,Narasingha Mishra,POL,3644
20978,Jamaat-e-Islami,ORG,215
20979,Raji Reddy,PERSON,18149
20980,Gitam University,ORG,6619
20981,M P Saminathan,PERSON,215
20982,Punjab Agricultural University Teacher's Association,ORG,4688
20983,Malusare,PERSON,4688
20984,Jagraon,GPE,4688
20985,Sarvana,PERSON,10780
20986,Sachin Jahagirdar,PERSON,15549
20987,Rajveer Singh Jadoun,PERSON,4688
20988,Baytu,GPE,8841
20989,Kisan Mazdur Sangarash Committee,ORG,4688
20990,R Sudhakar,PERSON,215
20991,Juhu,GPE,15549
20992,a “Corporate Congress,ORG,3644
20993,AIKSCC,ORG,4688
20994,Hiriyur,GPE,2763
20995,Sadashiv Shelar,PERSON,15549
20996,Sankili,GPE,3644
20997,Mohadi village,GPE,15549
20998,National Institute of Engineering,ORG,6266
20999,Lok Sangharsh Morcha,ORG,15549
21000,Yatishwaranand,PERSON,3644
21001,Gopalakrishnan,DIR,215
21002,Anandrao Pawar,PERSON,15549
21003,Khalsa,ORG,6266
21004,J Muthulakshmi,DIR,215
21005,Pedda Rasalu,GPE,6619
21006,Hilda,PERSON,215
21007,Galoti,GPE,10780
21008,the food department,ORG,8841
21009,Nashik Road,GPE,15549
21010,Rakam Singh Saini,PERSON,3644
21011,Sri Aurobindo College of Commerce and College,ORG,4688
21012,Monte de Guirim,GPE,3160
21013,Runnisaidpur,GPE,10780
21014,Dongrim-Neura,GPE,3160
21015,Shirvade Phata,GPE,15549
21016,Reserve Bank of India,ORG,8841
21017,Subrata Mukherjee,POL,1561
21018,Konkan,GPE,15549
21019,Sweety Waalia,PERSON,6266
21020,Prakash Warade,PERSON,15549
21021,Amit Chavda,DIR,12381
21022,The News Broadcasters’ Association,ORG,6266
21023,Navkiran Kaur Natt,PERSON,4688
21024,Jasmine Shah,PERSON,1527
21025,N Uttam Reddy,PERSON,18149
21026,KPHB Colony,GPE,18149
21027,Ravot Kaur Grewal,PERSON,937
21028,Ajit Vaghela,PERSON,12381
21029,Gunsinsar village,GPE,8841
21030,Udailal Anajana,PERSON,8841
21031,Manilal Rathod,PERSON,15549
21032,Hussein Saheb,PERSON,6619
21033,VD Satheesan,PERSON,215
21034,Maganti Narasa Raju,GPE,3644
21035,Punjab Remote Sensing Centre,ORG,4688
21036,Omveer Singh,DIR,3644
21037,Satlana,GPE,8841
21038,Brijpal Chhappar,PERSON,4688
21039,Naikwadi,PERSON,15549
21040,Dafalpura,GPE,10780
21041,Babu Ram Saini,PERSON,3644
21042,Prahlad Singh Bharukhera,PERSON,4688
21043,the Central Institute of Subtropical Horticulture,ORG,3644
21044,the Sugarcane Growers’ Association,ORG,3160
21045,Manish Tiwari,DIR,4688
21046,Suroshe,PERSON,15549
21047,Jeeva,POL,215
21048,IGNP,ORG,8841
21049,Krishna Kumar Sawat,PERSON,19072
21050,Sanjeevani Heart Care and Research Centre,ORG,15549
21051,Paradip,POL,3644
21052,Charai village,GPE,3644
21053,Imamwada,GPE,4049
21054,Umesh Singh Kushwaha,PERSON,10780
21055,Patankar,PERSON,15549
21056,Saraswathi Mahal Library,ORG,215
21057,Gurnam,PERSON,4688
21058,Baraut,GPE,3644
21059,Neemli village,GPE,8841
21060,CIFA,ORG,18149
21061,Naitale,GPE,15549
21062,Krishna Sahu,POL,10780
21063,DPCs,ORG,215
21064,Zorwar,PERSON,4688
21065,the Village Service Cooperative Societies,ORG,8841
21066,Sainik Farms,GPE,4688
21067,Indian Council of Agricultural Research,ORG,18149
21068,Bhuri Singh,PERSON,3644
21069,Bhudargad,GPE,15549
21070,Agricultural Marketing Produce Marketing Committees,ORG,2763
21071,Donald Trump,PERSON,6266
21072,DTPC,ORG,3003
21073,Jatiya,PERSON,8841
21074,Gurmeet Singh Chadauni,PERSON,4688
21075,GB Pant National Institute of Himalayan Environment,ORG,2763
21076,Khedkar,PERSON,15549
21077,Bharatiya Kisan Union-Bhanu,ORG,3644
21078,Nokhra,GPE,8841
21079,", EB Chakurkar",PERSON,3160
21080,Abhishek Verma,PERSON,3644
21081,Satwant Kaur Sandhu,PERSON,15549
21082,the Rashtriya Kisan Mahasangh,ORG,3644
21083,Vasantrao Naik Agriculture University,ORG,15549
21084,Bogh,PERSON,4688
21085,I-T,ORG,10780
21086,Himsagar,GPE,1561
21087,Ratan Rathwa,PERSON,12381
21088,Falka,GPE,215
21089,Baraura Hussain Bari,GPE,3644
21090,St Cruz,GPE,3160
21091,Benibad,GPE,10780
21092,Jayprakash Poinginker,PERSON,3160
21093,Makkal Adhikaram,GPE,215
21094,Dutta,PERSON,6619
21095,Ramganjmandi,GPE,6619
21096,Kudankulam,GPE,215
21097,Kuruvikarambai,GPE,215
21098,Harpal Singh Mundal,PERSON,4688
21099,Kongarpalayam,GPE,215
21100,the Shyama Prasad Mukherji Rurban Mission,ORG,15549
21101,Gurudatta Bhakta,PERSON,3160
21102,Savadhi anaj,GPE,4688
21103,Ashwani Kumar Sharma,DIR,4688
21104,Nasrali,GPE,4688
21105,Mewa Lal,PERSON,3644
21106,Pondicherry,GPE,10780
21107,Prabjeet Singh,PERSON,6266
21108,Rahul Gandhi’s,POL,4688
21109,Fasal Bima Yojana,PERSON,2763
21110,Vandana Dadel,DIR,10780
21111,Kamala Harris’s,PERSON,6266
21112,Dharangaon,GPE,15549
21113,Pandiyur,GPE,215
21114,Ponnala Lakshmaiah,PERSON,18149
21115,Indian National Lok Dal,ORG,4688
21116,Bhure Lal,PERSON,4688
21117,Sanguem,GPE,3160
21118,the British Empire,GPE,4688
21119,IGGMCH,ORG,15549
21120,Mohit Ram,PERSON,215
21121,the District Hospital,ORG,6619
21122,Chahar,PERSON,3644
21123,Udai Veer Singh,PERSON,3644
21124,Jaimala,POL,3644
21125,TSCSC,ORG,18149
21126,Madan Mohan,PERSON,18149
21127,R Meenakshi Sundaram,DIR,215
21128,SGPDA,ORG,7157
21129,Haldar,PERSON,1561
21130,Jagmal Singh,POL,8841
21131,Jai Singh,POL,3644
21132,the Sarvajatiya Khap,ORG,4688
21133,Deomane,PERSON,4229
21134,Quadros,PERSON,3160
21135,KSFPD,ORG,2763
21136,Oddanchathiram,GPE,215
21137,V Dhakshinamoorthy,PERSON,215
21138,Vishvendra Singh,POL,8841
21139,Neemuch,GPE,8841
21140,Ranchi sadar,GPE,10780
21141,Bhanwari Devi,PERSON,8841
21142,Nokha,GPE,4688
